officer_id,score,xbin,ypos
324,0.06,0,403
469,0.06,0,404
479,0.06,0,405
1240,0.06,0,406
1286,0.06,0,407
1351,0.06,0,408
1620,0.06,0,409
1647,0.06,0,410
2503,0.06,0,411
3025,0.06,0,412
3319,0.06,0,413
3605,0.06,0,414
3612,0.06,0,415
3642,0.06,0,416
3754,0.06,0,417
3836,0.06,0,418
3902,0.06,0,419
4018,0.06,0,420
4485,0.06,0,421
4648,0.06,0,422
4988,0.06,0,423
5570,0.06,0,424
5598,0.06,0,425
5665,0.06,0,426
5776,0.06,0,427
5786,0.06,0,428
6145,0.06,0,429
995,0.14,1,0
4020,0.14,1,1
82,0.13,1,2
1128,0.13,1,3
2185,0.13,1,4
3758,0.13,1,5
5404,0.13,1,6
5440,0.13,1,7
5981,0.13,1,8
6056,0.13,1,9
179,0.12,1,10
965,0.12,1,11
1279,0.12,1,12
1289,0.12,1,13
1369,0.12,1,14
1692,0.12,1,15
2157,0.12,1,16
2251,0.12,1,17
2291,0.12,1,18
2603,0.12,1,19
2786,0.12,1,20
2969,0.12,1,21
3422,0.12,1,22
4265,0.12,1,23
4514,0.12,1,24
5506,0.12,1,25
5627,0.12,1,26
5835,0.12,1,27
5893,0.12,1,28
6627,0.12,1,29
419,0.11,1,30
940,0.11,1,31
1976,0.11,1,32
2055,0.11,1,33
2180,0.11,1,34
2566,0.11,1,35
2939,0.11,1,36
2994,0.11,1,37
3091,0.11,1,38
3390,0.11,1,39
3536,0.11,1,40
3767,0.11,1,41
4610,0.11,1,42
4778,0.11,1,43
4886,0.11,1,44
5690,0.11,1,45
6132,0.11,1,46
21,0.1,1,47
35,0.1,1,48
202,0.1,1,49
296,0.1,1,50
303,0.1,1,51
360,0.1,1,52
390,0.1,1,53
412,0.1,1,54
1025,0.1,1,55
1095,0.1,1,56
1102,0.1,1,57
1206,0.1,1,58
1248,0.1,1,59
1542,0.1,1,60
1965,0.1,1,61
2138,0.1,1,62
2828,0.1,1,63
2966,0.1,1,64
3072,0.1,1,65
3644,0.1,1,66
3780,0.1,1,67
4207,0.1,1,68
4287,0.1,1,69
4799,0.1,1,70
5169,0.1,1,71
5303,0.1,1,72
5327,0.1,1,73
5344,0.1,1,74
5558,0.1,1,75
6020,0.1,1,76
6088,0.1,1,77
6130,0.1,1,78
6746,0.1,1,79
168,0.09,1,80
715,0.09,1,81
730,0.09,1,82
1411,0.09,1,83
1557,0.09,1,84
2081,0.09,1,85
2279,0.09,1,86
3015,0.09,1,87
3279,0.09,1,88
3547,0.09,1,89
3817,0.09,1,90
4852,0.09,1,91
5212,0.09,1,92
5640,0.09,1,93
5750,0.09,1,94
5945,0.09,1,95
6116,0.09,1,96
6151,0.09,1,97
6720,0.09,1,98
1723,0.08,1,99
1991,0.08,1,100
2445,0.08,1,101
2722,0.08,1,102
3052,0.08,1,103
3283,0.08,1,104
4088,0.08,1,105
4236,0.08,1,106
4391,0.08,1,107
5006,0.08,1,108
5308,0.08,1,109
6064,0.08,1,110
444,0.07,1,111
670,0.07,1,112
911,0.07,1,113
913,0.07,1,114
969,0.07,1,115
1511,0.07,1,116
2661,0.07,1,117
2961,0.07,1,118
3752,0.07,1,119
4538,0.07,1,120
5180,0.07,1,121
5296,0.07,1,122
5312,0.07,1,123
6014,0.07,1,124
6028,0.07,1,125
6112,0.07,1,126
192,0.14,2,0
2120,0.14,2,1
3935,0.14,2,2
4519,0.14,2,3
1796,0.13,2,4
2527,0.13,2,5
3443,0.13,2,6
5254,0.13,2,7
5290,0.13,2,8
129,0.12,2,9
323,0.12,2,10
391,0.12,2,11
936,0.12,2,12
950,0.12,2,13
1009,0.12,2,14
1084,0.12,2,15
1482,0.12,2,16
1534,0.12,2,17
1642,0.12,2,18
1807,0.12,2,19
1881,0.12,2,20
2911,0.12,2,21
3952,0.12,2,22
4065,0.12,2,23
4176,0.12,2,24
4215,0.12,2,25
4275,0.12,2,26
5194,0.12,2,27
5599,0.12,2,28
5726,0.12,2,29
6340,0.12,2,30
6604,0.12,2,31
281,0.11,2,32
812,0.11,2,33
1364,0.11,2,34
1719,0.11,2,35
1952,0.11,2,36
1975,0.11,2,37
2371,0.11,2,38
2745,0.11,2,39
2774,0.11,2,40
3049,0.11,2,41
3077,0.11,2,42
3435,0.11,2,43
3748,0.11,2,44
3994,0.11,2,45
4367,0.11,2,46
5379,0.11,2,47
5897,0.11,2,48
16,0.1,2,49
112,0.1,2,50
676,0.1,2,51
696,0.1,2,52
702,0.1,2,53
779,0.1,2,54
811,0.1,2,55
849,0.1,2,56
1236,0.1,2,57
1456,0.1,2,58
2202,0.1,2,59
2694,0.1,2,60
3555,0.1,2,61
3941,0.1,2,62
3960,0.1,2,63
4149,0.1,2,64
4266,0.1,2,65
4865,0.1,2,66
5091,0.1,2,67
6412,0.1,2,68
350,0.09,2,69
539,0.09,2,70
567,0.09,2,71
608,0.09,2,72
1072,0.09,2,73
1094,0.09,2,74
1828,0.09,2,75
2131,0.09,2,76
2552,0.09,2,77
2741,0.09,2,78
5196,0.09,2,79
6015,0.09,2,80
6385,0.09,2,81
247,0.08,2,82
2025,0.08,2,83
2207,0.08,2,84
3159,0.08,2,85
3562,0.08,2,86
4095,0.08,2,87
4398,0.08,2,88
4456,0.08,2,89
5234,0.08,2,90
5461,0.08,2,91
5529,0.08,2,92
5549,0.08,2,93
5574,0.08,2,94
5711,0.08,2,95
5775,0.08,2,96
6,0.07,2,97
68,0.07,2,98
78,0.07,2,99
203,0.07,2,100
414,0.07,2,101
697,0.07,2,102
777,0.07,2,103
1060,0.07,2,104
1210,0.07,2,105
1561,0.07,2,106
1617,0.07,2,107
1929,0.07,2,108
3507,0.07,2,109
5741,0.07,2,110
5926,0.07,2,111
6129,0.07,2,112
6306,0.07,2,113
6317,0.07,2,114
6724,0.07,2,115
4869,0.14,3,0
1269,0.13,3,1
3266,0.13,3,2
4477,0.13,3,3
4900,0.13,3,4
5336,0.13,3,5
5431,0.13,3,6
5886,0.13,3,7
6530,0.13,3,8
130,0.12,3,9
291,0.12,3,10
742,0.12,3,11
819,0.12,3,12
934,0.12,3,13
1955,0.12,3,14
1967,0.12,3,15
2215,0.12,3,16
2757,0.12,3,17
3480,0.12,3,18
4811,0.12,3,19
4905,0.12,3,20
5028,0.12,3,21
5044,0.12,3,22
5332,0.12,3,23
5804,0.12,3,24
6354,0.12,3,25
6524,0.12,3,26
355,0.11,3,27
1222,0.11,3,28
1435,0.11,3,29
2469,0.11,3,30
2992,0.11,3,31
3030,0.11,3,32
3149,0.11,3,33
3479,0.11,3,34
3679,0.11,3,35
4080,0.11,3,36
4375,0.11,3,37
4800,0.11,3,38
4843,0.11,3,39
5253,0.11,3,40
5526,0.11,3,41
5849,0.11,3,42
6111,0.11,3,43
91,0.1,3,44
370,0.1,3,45
486,0.1,3,46
691,0.1,3,47
1404,0.1,3,48
1421,0.1,3,49
1438,0.1,3,50
2823,0.1,3,51
3013,0.1,3,52
3412,0.1,3,53
4141,0.1,3,54
4234,0.1,3,55
4748,0.1,3,56
5002,0.1,3,57
5154,0.1,3,58
5197,0.1,3,59
5248,0.1,3,60
5600,0.1,3,61
5799,0.1,3,62
6110,0.1,3,63
6268,0.1,3,64
6496,0.1,3,65
6680,0.1,3,66
6704,0.1,3,67
204,0.09,3,68
1037,0.09,3,69
1544,0.09,3,70
1678,0.09,3,71
1749,0.09,3,72
1922,0.09,3,73
1923,0.09,3,74
2398,0.09,3,75
2920,0.09,3,76
3101,0.09,3,77
4135,0.09,3,78
4373,0.09,3,79
4421,0.09,3,80
4611,0.09,3,81
4720,0.09,3,82
5338,0.09,3,83
6200,0.09,3,84
6249,0.09,3,85
6257,0.09,3,86
6458,0.09,3,87
268,0.08,3,88
473,0.08,3,89
1143,0.08,3,90
1287,0.08,3,91
2302,0.08,3,92
2912,0.08,3,93
2985,0.08,3,94
2988,0.08,3,95
3309,0.08,3,96
4490,0.08,3,97
4613,0.08,3,98
4680,0.08,3,99
5112,0.08,3,100
5489,0.08,3,101
5998,0.08,3,102
316,0.07,3,103
388,0.07,3,104
905,0.07,3,105
1396,0.07,3,106
1700,0.07,3,107
2212,0.07,3,108
2561,0.07,3,109
2663,0.07,3,110
2707,0.07,3,111
2800,0.07,3,112
3093,0.07,3,113
3232,0.07,3,114
3601,0.07,3,115
3951,0.07,3,116
4806,0.07,3,117
4826,0.07,3,118
4085,0.06,3,119
1465,0.14,4,0
5655,0.14,4,1
650,0.13,4,2
743,0.13,4,3
1017,0.13,4,4
1304,0.13,4,5
1332,0.13,4,6
1415,0.13,4,7
1446,0.13,4,8
1596,0.13,4,9
2529,0.13,4,10
3242,0.13,4,11
5687,0.13,4,12
6356,0.13,4,13
6727,0.13,4,14
31,0.12,4,15
1300,0.12,4,16
2163,0.12,4,17
2186,0.12,4,18
2266,0.12,4,19
2592,0.12,4,20
2699,0.12,4,21
2855,0.12,4,22
3113,0.12,4,23
4140,0.12,4,24
4864,0.12,4,25
5647,0.12,4,26
6256,0.12,4,27
6321,0.12,4,28
6432,0.12,4,29
6690,0.12,4,30
198,0.11,4,31
797,0.11,4,32
1157,0.11,4,33
1484,0.11,4,34
1717,0.11,4,35
1758,0.11,4,36
1876,0.11,4,37
2677,0.11,4,38
3034,0.11,4,39
3170,0.11,4,40
5579,0.11,4,41
6061,0.11,4,42
48,0.1,4,43
270,0.1,4,44
389,0.1,4,45
450,0.1,4,46
688,0.1,4,47
1018,0.1,4,48
1101,0.1,4,49
1123,0.1,4,50
1297,0.1,4,51
1886,0.1,4,52
2280,0.1,4,53
2369,0.1,4,54
2567,0.1,4,55
2696,0.1,4,56
3118,0.1,4,57
3204,0.1,4,58
3846,0.1,4,59
3893,0.1,4,60
3992,0.1,4,61
4128,0.1,4,62
4314,0.1,4,63
4619,0.1,4,64
4646,0.1,4,65
5223,0.1,4,66
5439,0.1,4,67
5815,0.1,4,68
6544,0.1,4,69
458,0.09,4,70
1814,0.09,4,71
1942,0.09,4,72
2290,0.09,4,73
2664,0.09,4,74
3357,0.09,4,75
4060,0.09,4,76
4992,0.09,4,77
5743,0.09,4,78
5846,0.09,4,79
6393,0.09,4,80
6461,0.09,4,81
293,0.08,4,82
526,0.08,4,83
1535,0.08,4,84
1764,0.08,4,85
2940,0.08,4,86
3739,0.08,4,87
4016,0.08,4,88
4164,0.08,4,89
4392,0.08,4,90
4475,0.08,4,91
4581,0.08,4,92
4944,0.08,4,93
30,0.07,4,94
118,0.07,4,95
318,0.07,4,96
671,0.07,4,97
809,0.07,4,98
928,0.07,4,99
1193,0.07,4,100
1605,0.07,4,101
1629,0.07,4,102
2714,0.07,4,103
2846,0.07,4,104
3533,0.07,4,105
4318,0.07,4,106
4329,0.07,4,107
4917,0.07,4,108
5127,0.07,4,109
5221,0.07,4,110
6450,0.07,4,111
1514,0.13,5,0
1612,0.13,5,1
2091,0.13,5,2
2447,0.13,5,3
3503,0.13,5,4
3540,0.13,5,5
4549,0.13,5,6
4825,0.13,5,7
98,0.12,5,8
231,0.12,5,9
818,0.12,5,10
992,0.12,5,11
1190,0.12,5,12
1983,0.12,5,13
2748,0.12,5,14
3523,0.12,5,15
3825,0.12,5,16
4325,0.12,5,17
5143,0.12,5,18
5568,0.12,5,19
5680,0.12,5,20
5840,0.12,5,21
6030,0.12,5,22
6376,0.12,5,23
172,0.11,5,24
584,0.11,5,25
622,0.11,5,26
1024,0.11,5,27
1626,0.11,5,28
2493,0.11,5,29
2848,0.11,5,30
3823,0.11,5,31
4161,0.11,5,32
4407,0.11,5,33
4429,0.11,5,34
5065,0.11,5,35
5364,0.11,5,36
5769,0.11,5,37
132,0.1,5,38
162,0.1,5,39
220,0.1,5,40
354,0.1,5,41
398,0.1,5,42
935,0.1,5,43
1750,0.1,5,44
2123,0.1,5,45
2289,0.1,5,46
2473,0.1,5,47
2520,0.1,5,48
2998,0.1,5,49
4416,0.1,5,50
5256,0.1,5,51
5493,0.1,5,52
5777,0.1,5,53
5880,0.1,5,54
6559,0.1,5,55
6567,0.1,5,56
806,0.09,5,57
1267,0.09,5,58
1356,0.09,5,59
1670,0.09,5,60
1757,0.09,5,61
3164,0.09,5,62
3219,0.09,5,63
5280,0.09,5,64
6452,0.09,5,65
1971,0.08,5,66
3996,0.08,5,67
4454,0.08,5,68
5976,0.08,5,69
6295,0.08,5,70
43,0.07,5,71
255,0.07,5,72
635,0.07,5,73
900,0.07,5,74
2310,0.07,5,75
3155,0.07,5,76
3575,0.07,5,77
4335,0.07,5,78
4406,0.07,5,79
6320,0.07,5,80
216,0.06,5,81
32,0.14,6,0
5872,0.14,6,1
3670,0.13,6,2
152,0.12,6,3
760,0.12,6,4
930,0.12,6,5
976,0.12,6,6
1394,0.12,6,7
1995,0.12,6,8
2128,0.12,6,9
2518,0.12,6,10
3199,0.12,6,11
4582,0.12,6,12
4657,0.12,6,13
5376,0.12,6,14
5905,0.12,6,15
6040,0.12,6,16
6634,0.12,6,17
6740,0.12,6,18
1459,0.11,6,19
1793,0.11,6,20
2749,0.11,6,21
2819,0.11,6,22
3722,0.11,6,23
3881,0.11,6,24
3907,0.11,6,25
4181,0.11,6,26
5226,0.11,6,27
5928,0.11,6,28
6641,0.11,6,29
1337,0.1,6,30
1420,0.1,6,31
1676,0.1,6,32
2026,0.1,6,33
2882,0.1,6,34
3580,0.1,6,35
3900,0.1,6,36
5585,0.1,6,37
5982,0.1,6,38
6527,0.1,6,39
830,0.09,6,40
881,0.09,6,41
3179,0.09,6,42
3621,0.09,6,43
5518,0.09,6,44
6219,0.09,6,45
6442,0.09,6,46
1044,0.08,6,47
2129,0.08,6,48
2949,0.08,6,49
4223,0.08,6,50
4871,0.08,6,51
4955,0.08,6,52
5373,0.08,6,53
832,0.07,6,54
1388,0.07,6,55
1879,0.07,6,56
2967,0.07,6,57
4712,0.07,6,58
5541,0.07,6,59
6236,0.07,6,60
6479,0.07,6,61
659,0.12,7,0
2443,0.12,7,1
6121,0.12,7,2
93,0.11,7,3
1565,0.11,7,4
2600,0.11,7,5
3552,0.11,7,6
4801,0.11,7,7
5557,0.11,7,8
6436,0.11,7,9
6511,0.11,7,10
586,0.1,7,11
703,0.1,7,12
1602,0.1,7,13
2086,0.1,7,14
3558,0.1,7,15
3908,0.1,7,16
4941,0.1,7,17
5183,0.1,7,18
6158,0.1,7,19
6260,0.1,7,20
989,0.09,7,21
1085,0.09,7,22
2018,0.09,7,23
2282,0.09,7,24
2658,0.09,7,25
2662,0.09,7,26
2868,0.09,7,27
3061,0.09,7,28
3217,0.09,7,29
4451,0.09,7,30
5116,0.09,7,31
5204,0.09,7,32
6004,0.09,7,33
737,0.08,7,34
909,0.08,7,35
2553,0.08,7,36
2918,0.08,7,37
3448,0.08,7,38
3491,0.08,7,39
5842,0.08,7,40
87,0.07,7,41
645,0.07,7,42
1284,0.07,7,43
1406,0.07,7,44
1633,0.07,7,45
1902,0.07,7,46
3103,0.07,7,47
3108,0.07,7,48
4618,0.07,7,49
5588,0.07,7,50
6205,0.07,7,51
6247,0.07,7,52
2160,0.06,7,53
3240,0.13,8,0
1040,0.12,8,1
3169,0.12,8,2
3449,0.12,8,3
3518,0.12,8,4
3824,0.12,8,5
3883,0.12,8,6
3986,0.12,8,7
5497,0.12,8,8
5535,0.12,8,9
6273,0.12,8,10
392,0.11,8,11
2482,0.11,8,12
3300,0.11,8,13
3517,0.11,8,14
4629,0.11,8,15
1218,0.1,8,16
1274,0.1,8,17
1901,0.1,8,18
2061,0.1,8,19
2864,0.1,8,20
3203,0.1,8,21
3700,0.1,8,22
4385,0.1,8,23
5114,0.1,8,24
5174,0.1,8,25
5792,0.1,8,26
6307,0.1,8,27
1986,0.09,8,28
3187,0.09,8,29
3487,0.09,8,30
3563,0.09,8,31
5369,0.09,8,32
5954,0.09,8,33
17,0.08,8,34
51,0.08,8,35
2653,0.08,8,36
3376,0.08,8,37
3709,0.08,8,38
3771,0.08,8,39
5448,0.08,8,40
357,0.07,8,41
755,0.07,8,42
986,0.07,8,43
1122,0.07,8,44
1823,0.07,8,45
1974,0.07,8,46
2500,0.07,8,47
3364,0.07,8,48
3816,0.07,8,49
3855,0.07,8,50
4264,0.07,8,51
5704,0.07,8,52
6360,0.07,8,53
5443,0.15,9,0
6144,0.14,9,1
6078,0.13,9,2
2014,0.11,9,3
3251,0.11,9,4
3310,0.11,9,5
4491,0.11,9,6
4586,0.11,9,7
4699,0.11,9,8
5925,0.11,9,9
6198,0.11,9,10
3371,0.1,9,11
4014,0.1,9,12
4531,0.1,9,13
6605,0.1,9,14
421,0.09,9,15
1811,0.09,9,16
1921,0.09,9,17
3838,0.09,9,18
1237,0.08,9,19
2962,0.08,9,20
3871,0.08,9,21
3945,0.08,9,22
5631,0.08,9,23
5985,0.08,9,24
139,0.07,9,25
1047,0.07,9,26
3088,0.07,9,27
3168,0.07,9,28
3380,0.07,9,29
3595,0.07,9,30
3783,0.07,9,31
3988,0.07,9,32
5697,0.07,9,33
6536,0.07,9,34
5110,0.06,9,35
65,0.14,10,0
4879,0.14,10,1
2858,0.13,10,2
4661,0.13,10,3
5554,0.13,10,4
5724,0.13,10,5
1431,0.12,10,6
1812,0.12,10,7
1892,0.12,10,8
2575,0.12,10,9
2986,0.12,10,10
6434,0.12,10,11
636,0.11,10,12
4967,0.11,10,13
5030,0.11,10,14
5063,0.11,10,15
457,0.1,10,16
2515,0.1,10,17
3284,0.1,10,18
3584,0.1,10,19
472,0.09,10,20
1189,0.09,10,21
1318,0.09,10,22
3696,0.09,10,23
5414,0.09,10,24
6732,0.08,10,25
614,0.07,10,26
1408,0.07,10,27
2328,0.07,10,28
2701,0.07,10,29
4567,0.07,10,30
5026,0.07,10,31
5592,0.07,10,32
5829,0.07,10,33
6487,0.07,10,34
1429,0.13,11,0
2862,0.12,11,1
4349,0.12,11,2
5820,0.12,11,3
4341,0.11,11,4
4625,0.11,11,5
5454,0.11,11,6
5523,0.11,11,7
672,0.1,11,8
2727,0.1,11,9
3185,0.1,11,10
3586,0.1,11,11
4681,0.1,11,12
459,0.09,11,13
3260,0.09,11,14
3549,0.09,11,15
3703,0.09,11,16
449,0.08,11,17
763,0.08,11,18
1470,0.08,11,19
2860,0.08,11,20
3761,0.08,11,21
4489,0.08,11,22
5883,0.08,11,23
214,0.07,11,24
953,0.07,11,25
4313,0.07,11,26
4674,0.07,11,27
2934,0.12,12,0
4372,0.12,12,1
4551,0.12,12,2
5679,0.12,12,3
189,0.11,12,4
607,0.11,12,5
1357,0.11,12,6
2496,0.11,12,7
2613,0.11,12,8
5965,0.11,12,9
6708,0.11,12,10
799,0.1,12,11
3287,0.1,12,12
5999,0.1,12,13
2732,0.09,12,14
4899,0.09,12,15
593,0.08,12,16
1144,0.08,12,17
3901,0.08,12,18
4062,0.07,12,19
6332,0.07,12,20
3290,0.13,13,0
5565,0.12,13,1
338,0.11,13,2
1050,0.11,13,3
1261,0.11,13,4
2856,0.11,13,5
3808,0.11,13,6
4293,0.11,13,7
6742,0.11,13,8
3669,0.1,13,9
5383,0.1,13,10
